provider_id,name,phone,email,city,state,zip,website,interpreter,payment,over22,source,s_evaluation.autism_eval,s_evaluation.eval_dev_pediatricians,s_evaluation.psychiatrist,s_evaluation.psychologist,s_evaluation.spec_centers,s_therapies_interventions.aba,s_therapies_interventions.speech_language,s_therapies_interventions.occupational_therapy,s_therapies_interventions.physical_therapy,s_therapies_interventions.hippotherapy,s_therapies_interventions.social_skills_training,s_parent_family_supports.support_parent,s_parent_family_supports.support_grandparent,s_parent_family_supports.parent_education,s_campus_caregivers.respite_care,s_health_care.medicaid_waiver,lon,lat,address,a_payment.private_insurance,a_payment.assistance,a_payment.medicaid,disabilities,ages,county,fax,transit_access,hours,wheelchair_access,s_adaptations_accessibility.accomodations_modifications,s_adaptations_accessibility.adaptive_equipment,s_adaptations_accessibility.assistive_technology,s_adaptations_accessibility.augmentative_communication,s_adaptations_accessibility.service_animals,s_adult.day_services,s_adult.personal_care_assistance,s_adult.residential_facility,s_adult.supported_employment,s_adult.supported_independent_living,s_adult.job_training,s_advocacy.advocate_disability,s_advocacy.advocate_education,s_advocacy.advocate_healthcare,s_advocacy.attorney,s_advocacy.attorney_wills_trusts,s_advocacy.mediation,s_advocacy.resources_ada,s_advocacy.resources_advocate_education,s_advocacy.resources_idea,s_campus_caregivers.camp_day,s_campus_caregivers.camp_adults,s_campus_caregivers.camp_overnight,s_campus_caregivers.caregivers_adult,s_campus_caregivers.caregivers_after_school,s_campus_caregivers.caregivers_child,s_campus_caregivers.community_caregiving,s_campus_caregivers.financial_assistance,s_community_resources.community_programs,s_community_resources.disability_org,s_community_resources.family_connections,s_community_resources.housing_assistance,s_community_resources.libraries,s_community_resources.professional_associations,s_community_resources.recreation,s_community_resources.dbhdd_office,s_community_resources.religious_program,s_community_resources.research_projects,s_early_childhood.bcw_offices,s_early_childhood.child_care,s_early_childhood.high_risk_infant_assessment,s_early_childhood.preschool_private,s_early_childhood.preschool_public,s_early_childhood.preschool_specialized,s_education.education_consultants,s_education.financial_assistance,s_education.home_schooling,s_education.inclusive_services,s_education.post_secondary_ed,s_education.day_private,s_education.residential_private,s_education.charter_public,s_education.special_ed_oversight,s_education.transition_services,s_education.tutoring,s_health_care.cms,s_health_care.dev_pediatricians,s_health_care.diet_nutrition,s_health_care.gapp_providers,s_health_care.home_healthcare,s_health_care.mental_health,s_health_care.nursing_services,s_health_care.psychiatrist,s_health_care.psychologists_child,s_health_care.public_health,s_health_care.rehabilitation_centers,s_mental_health_behavior.behavior_specialist,s_mental_health_behavior.bullying,s_mental_health_behavior.child_abuse,s_mental_health_behavior.mental_health,s_mental_health_behavior.psychiatrist,s_mental_health_behavior.psychologist,s_mental_health_behavior.sexual_abuse,s_mental_health_behavior.suicide_support,s_parent_family_supports.adoption,s_parent_family_supports.case_management,s_parent_family_supports.crisis,s_parent_family_supports.family_support,s_parent_family_supports.foster_care,s_parent_family_supports.personal_care,s_parent_family_supports.play_groups,s_parent_family_supports.residential_childrens,s_parent_family_supports.social_work,s_parent_family_supports.support_group,s_parent_family_supports.support_bereavement,s_parent_family_supports.support_peer,s_parent_family_supports.support_sibling,s_planning_for_the_future.financial_planning,s_planning_for_the_future.guardianship,s_planning_for_the_future.person_centered_planning,s_planning_for_the_future.trust_will_prep,s_therapies_interventions.alternative_therapies,s_therapies_interventions.aquatic_therapy,s_therapies_interventions.art_therapy,s_therapies_interventions.counseling,s_therapies_interventions.developmental_eval_assessment,s_therapies_interventions.feeding_therapy,s_therapies_interventions.floor_therapy,s_therapies_interventions.massage_therapy,s_therapies_interventions.music_therapy,s_therapies_interventions.pet_therapy,s_therapies_interventions.play_therapy,s_therapies_interventions.sensory_integration,s_therapies_interventions.sign_language,s_therapies_interventions.special_instruction,s_therapies_interventions.vision_therapy,a_payment.peachcare,a_payment.tricare,s_gaac_clinic,s_bcw_offices
479,Autism Center For Children,678-996-4998,info@autismcenterga.com,Powder Springs,GA,30127,www.autismcenterga.com/,English,No Cost;Medicaid;Private Insurance,No,www.autismspeaks.org,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,-84.6981827,33.9400629,"5041 dallas hwy # 1h, powder springs, ga 30127, usa",1,1,1,Autism Spectrum Disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,Behavioral Institute Of Atlanta,(404) 256-9325,,Atlanta,GA,30328,www.bia1.com/,English,Call for Fee;N/A,Yes,www.autismspeaks.org,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-84.3889774,33.919956,"6000 lake forrest dr #103, atlanta, ga 30328, usa",0,0,0,Autism Spectrum Disorder,22+ Years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,Behavioral Management Group (Bmg),(770) 686-3908,help@bmgroupllc.com,Snellville,GA,30078,bmgroupllc.com/,English,Call for Fee;N/A,Yes,www.autismspeaks.org,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84.0307525,33.8559383,"2795 main st w bldg 19 ste b, snellville, ga 30078, usa",0,0,0,Autism Spectrum Disorder,22+ Years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,"Buford Psychology, P.c.",678-825-5660,,Buford,GA,30518,www.bufordpsychology.com,English,Call for Fee;Medicaid;Private Insurance,Yes,www.autismspeaks.org,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-84.0005053,34.109752,"2070 buford hwy ne #1a, buford, ga 30518, usa",1,0,1,Autism Spectrum Disorder,22+ Years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,Center For Autism And Related Disorders,(877) 448-4747,Admissions@centerforautism.com,Atlanta,GA,30326,www.centerforautism.com/,English;Spanish,Call for Fee;Medicaid;Private Insurance,Yes,www.autismspeaks.org,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,-84.369566,33.8478344,"tower place 200, 3348 peachtree rd ne, atlanta, ga 30326, usa",1,0,1,Autism Spectrum Disorder,22+ Years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,Center For Psychological And Educational Assessment,7703529952,info@atlantachildpsych.com,Marietta,GA,30060,www.atlantachildpsych.com,English,Call for Fee;No Insurance Accepted,Yes,www.autismspeaks.org,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-84.5376843,33.9495169,"54 south ave se, marietta, ga 30060, usa",0,0,0,Autism Spectrum Disorder,22+ Years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,Compass Behavioral & Developmental Consultants,800-832-9419,officeh@compassaid.com,Hinesville,GA,31313,www.compassaid.com/,English,Call for Fee;Medicaid;Private Insurance,Yes,www.autismspeaks.org,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-81.5804285,31.8541503,"740 e general stewart way #108, hinesville, ga 31313, usa",1,0,1,Autism Spectrum Disorder,22+ Years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,Compass Behavioral & Developmental Consultants,800-832-9419,officet@compassaid.com,Thomasville,GA,31792,www.compassaid.com/,English,Call for Fee;Medicaid;Private Insurance,No,www.autismspeaks.org,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-83.9756457,30.8311175,"602 victoria pl suite a, thomasville, ga 31792, usa",1,0,1,Autism Spectrum Disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,Compass Behavioral & Developmental Consultants,800-832-9419,officew@compassaid.com,Warner Robins,GA,31033,www.compassaid.com/,English,Call for Fee;Medicaid;Private Insurance,No,www.autismspeaks.org,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83.653918,32.6125479,"402 corder rd # 400, warner robins, ga 31088, usa",1,0,1,Autism Spectrum Disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Developmental Neurology Program,,,Atlanta,GA,30322,www.choa.org/medical-services/neurosciences/developmental-neurology-program,English,N/A;Medicaid;Private Insurance,No,www.autismspeaks.org,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-84.3322243,33.8315636,"1400 tullie rd ne, atlanta, ga 30329, usa",1,0,1,Autism Spectrum Disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Emory Autism Center (Eac),(404) 727-8350,aaparr@emory.edu,Decatur,GA,30033,www.psychiatry.emory.edu/PROGRAMS/autism,English,Call for Fee;N/A,Yes,www.autismspeaks.org,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-84.3088788,33.7993588,"1551 shoup ct, decatur, ga 30033, usa",0,0,0,Autism Spectrum Disorder,22+ Years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,Focus Forward Counseling And Consulting,404-388-3909,,Cumming,GA,30040,focusforwardcc.com/,English,Call for Fee;N/A,Yes,www.autismspeaks.org,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-84.1756998,34.1667176,"5971 pkwy n blvd suite c, cumming, ga 30040, usa",0,0,0,Autism Spectrum Disorder,22+ Years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,Focus Forward Counseling And Consulting,404-388-3909,,Alpharetta,GA,30022,focusforwardcc.com/,English,Call for Fee;N/A,Yes,www.autismspeaks.org,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-84.2723049,34.0525247,"3060 kimball bridge rd #110, alpharetta, ga 30022, usa",0,0,0,Autism Spectrum Disorder,22+ Years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,Georgia Autism Center,7706964384,info@georgiaautismcenter.com,Peachtree Corners,GA,30092,www.georgiaautismcenter.com/,English,Call for Fee;Medicaid;Private Insurance,Yes,www.autismspeaks.org,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84.2557414,33.9678773,"4046 wetherburn way nw #1, peachtree corners, ga 30092, usa",1,0,1,Autism Spectrum Disorder,22+ Years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,Georgia Center For Autism And Developmental Pediatrics,404.748.6013,MARKMONCINO@GCADP.COM,Sandy Springs,GA,30328-4067,www.gcadp.com,English,Call for Fee;No Insurance Accepted,No,www.autismspeaks.org,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84.3789898,33.9201015,"6065 roswell rd ne #470, sandy springs, ga 30328, usa",0,0,0,Autism Spectrum Disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Georgia Department Of Public Health - Clayton County Health District - Children's Special Programs,678-610-7259,,Jonesboro,GA,30236,www.claytoncountypublichealth.org/services/child-health/childrens-special-programs,English,Call for Fee;Medicaid;Private Insurance,No,www.autismspeaks.org,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84.3543692,33.5522347,"1117 battle creek rd, jonesboro, ga 30236, usa",1,0,1,Autism Spectrum Disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,Georgia Department Of Public Health - Coastal Health District - Children 1st,912-644-5804,,Ludowici,GA,31316,www.gachd.org/programs-services/child-health-services/children_first,English,No Cost;Medicaid;Private Insurance,No,www.autismspeaks.org,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.74909,31.7210793,"584 n macon st, ludowici, ga 31316, usa",1,1,1,Autism Spectrum Disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,Georgia Department Of Public Health - District 4 Public Health - Children's Special Programs,706-298-7760,d4csn.unit@dph.ga.gov,Newnan,GA,30263,www.district4health.org/services/child-health/childrens-special-programs,English,Call for Fee;Medicaid;Private Insurance,No,www.autismspeaks.org,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84.8140185,33.3953265,"70 hospital rd, newnan, ga 30263, usa",1,0,1,Autism Spectrum Disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Georgia Department Of Public Health - District 4 Public Health - Children's Special Programs,706-298-7760,d4csn.unit@dph.ga.gov,Fayetteville,GA,30214,www.district4health.org/services/child-health/childrens-special-programs,English,Call for Fee;Medicaid;Private Insurance,No,www.autismspeaks.org,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84.4567504,33.4469633,"140 stonewall ave w #107, fayetteville, ga 30214, usa",1,0,1,Autism Spectrum Disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Georgia Department Of Public Health - District 4 Public Health - Children's Special Programs,706-298-7760,d4csn.unit@dph.ga.gov,Franklin,GA,30217,www.district4health.org/services/child-health/childrens-special-programs,English,Call for Fee;Medicaid;Private Insurance,No,www.autismspeaks.org,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85.0934023,33.2710271,"1191 franklin pkwy, franklin, ga 30217, usa",1,0,1,Autism Spectrum Disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Georgia Department Of Public Health - District 4 Public Health - Children's Special Programs,706-298-7760,d4csn.unit@dph.ga.gov,Mcdonough,GA,30253,www.district4health.org/services/child-health/childrens-special-programs,English,Call for Fee;Medicaid;Private Insurance,No,www.autismspeaks.org,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84.1690569,33.4246342,"135 henry pkwy, mcdonough, ga 30253, usa",1,0,1,Autism Spectrum Disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,Georgia Department Of Public Health - District 4 Public Health - Children's Special Programs,706-298-7760,d4csn.unit@dph.ga.gov,Greenville,GA,30222,www.district4health.org/services/child-health/childrens-special-programs,English,Call for Fee;Medicaid;Private Insurance,No,www.autismspeaks.org,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84.712004,33.0417693,"51 gay connector rd, greenville, ga 30222, usa",1,0,1,Autism Spectrum Disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
